Prediction_Certainty_Threshold,Precision,Cumulative Percent of Records,True Positives,False Positives,Negatives,net_gain,net_gain_per_batter_tested
0.4,0.555904546673306,0.6388194621652515,101591.0,81158.0,103324.0,-3036.25,-0.016614317999004098
0.41000000000000003,0.5630034208181217,0.6080091445190563,97926.0,76009.0,112138.0,-2704.6000000000004,-0.015549486877281745
0.42000000000000004,0.5704793200033952,0.5765731124573098,94096.0,70846.0,121131.0,-2379.8,-0.014428101999490732
0.43000000000000005,0.5786456398365339,0.545727838698514,90337.0,65781.0,129955.0,-2061.25,-0.013203154024519914
0.44000000000000006,0.5862160039007477,0.5161759411059414,86563.0,61101.0,138409.0,-1781.9499999999998,-0.012067599414887852
0.45000000000000007,0.593642181214299,0.48834388425332,82933.0,56769.0,146371.0,-1530.25,-0.01095367281785515
0.4600000000000001,0.6008804888231053,0.4605293054569987,79163.0,52582.0,154328.0,-1300.0500000000006,-0.009867926676534218
0.4700000000000001,0.6086309523809523,0.4322253410842687,75256.0,48392.0,162425.0,-1076.3999999999996,-0.00870535714285714
0.4800000000000001,0.6153647180548371,0.4054209939421057,71370.0,44610.0,170093.0,-892.5,-0.007695292291774444
0.4900000000000001,0.6230591132099741,0.38046932076777606,67815.0,41027.0,177231.0,-711.9499999999998,-0.006541133018503884
0.5000000000000001,0.6300062885665999,0.3557553491591307,64117.0,37655.0,184301.0,-559.6499999999996,-0.005499056715010019
0.5100000000000001,0.6370221964464596,0.33150629384807373,60412.0,34423.0,191238.0,-421.6999999999998,-0.004446670533031052
0.5200000000000001,0.6442342628758289,0.30786547489626775,56739.0,31333.0,198001.0,-296.3499999999999,-0.003364860568625669
0.5300000000000001,0.652000686510077,0.2851440017058583,53185.0,28387.0,204501.0,-179.45000000000027,-0.0021998970234884552
0.5400000000000001,0.6606626905235256,0.26374386957175266,49847.0,25603.0,210623.0,-67.94999999999982,-0.0009005964214711705
0.5500000000000002,0.6688642579530732,0.24284011423657598,46466.0,23004.0,216603.0,22.90000000000009,0.00032963869296099164
0.5600000000000002,0.677561144077109,0.22267742848853264,43162.0,20540.0,222371.0,104.09999999999991,0.0016341716115663544
0.5700000000000002,0.6875269224804866,0.2028747907002758,39902.0,18135.0,228036.0,181.60000000000014,0.0031290383720729903
0.5800000000000002,0.6978242280285035,0.1839565425608149,36723.0,15902.0,233448.0,245.95000000000005,0.004673634204275535
0.5900000000000002,0.7072007730118053,0.16641206964655875,33667.0,13939.0,238467.0,289.45000000000005,0.006080115951770786
0.6000000000000002,0.7168069571687672,0.150332257850269,30827.0,12179.0,243067.0,323.45000000000005,0.007521043575315073
