Prediction_Certainty_Threshold,Precision,Cumulative Percent of Records,True Positives,False Positives,Negatives,net_gain,net_gain_per_batter_tested
0.4,0.5564678881984271,0.6564653078060495,104503.0,83294.0,98276.0,-3104.249999999999,-0.01652981677023594
0.41000000000000003,0.5640523716575596,0.6250117976880027,100852.0,77947.0,107274.0,-2752.1000000000004,-0.015392144251366062
0.42000000000000004,0.5720360915700068,0.5942958615458293,97253.0,72759.0,116061.0,-2413.25,-0.014194586264498977
0.43000000000000005,0.5796643755031271,0.5645062623875724,93610.0,67880.0,124583.0,-2107.5,-0.01305034367453093
0.44000000000000006,0.5872336538837929,0.5358003027199352,90010.0,63268.0,132795.0,-1826.3000000000002,-0.011914951917431074
0.45000000000000007,0.5949054600118606,0.5069265537118148,86272.0,58746.0,141055.0,-1561.0,-0.01076418099822091
0.4600000000000001,0.6026245223325515,0.4784198438860011,82477.0,54386.0,149210.0,-1314.75,-0.00960632165011727
0.4700000000000001,0.6110959937180753,0.4496160071030821,78601.0,50022.0,157450.0,-1072.1500000000005,-0.00833560094228871
0.4800000000000001,0.619178558709282,0.42205660792874544,74759.0,45980.0,165334.0,-860.0499999999997,-0.007123216193607697
0.4900000000000001,0.6265280364345669,0.3960492601538768,70985.0,42314.0,172774.0,-682.1500000000005,-0.0060207945348149635
0.5000000000000001,0.6348506172722893,0.3700768684916088,67211.0,38658.0,180204.0,-505.25,-0.0047724074091565994
0.5100000000000001,0.6431482811283161,0.3456215721162081,63590.0,35283.0,187200.0,-348.8000000000002,-0.0035277578307525833
0.5200000000000001,0.6508034610630408,0.3223862440705694,60021.0,32205.0,193847.0,-219.44999999999982,-0.0023794808405438795
0.5300000000000001,0.6588077304840311,0.2993466702554942,56417.0,29218.0,200438.0,-100.94999999999982,-0.0011788404273953385
0.5400000000000001,0.6677606760223329,0.2779849898452493,53103.0,26421.0,206549.0,13.049999999999727,0.00016410140334992867
0.5500000000000002,0.6768455783513694,0.2574482736923792,49849.0,23800.0,212424.0,112.45000000000027,0.0015268367527054036
0.5600000000000002,0.6848709895206505,0.23816997759313183,46663.0,21471.0,217939.0,186.05000000000018,0.002730648428097575
0.5700000000000002,0.6940833027581477,0.21912938305956872,43510.0,19177.0,223386.0,257.79999999999995,0.004112495413722142
0.5800000000000002,0.7028103370317554,0.2010046386761421,40413.0,17089.0,228571.0,311.75,0.005421550554763312
0.5900000000000002,0.7128019783146281,0.18376428394151142,37472.0,15098.0,233503.0,363.79999999999995,0.0069202967471942165
0.6000000000000002,0.7228955877751121,0.16756212575111948,34652.0,13283.0,238138.0,404.29999999999995,0.00843433816626682
0.6100000000000002,0.7329243917568405,0.1521534713167618,31902.0,11625.0,242546.0,432.60000000000014,0.00993865876352609
0.6200000000000002,0.7437767479551267,0.13803819304862744,29371.0,10118.0,246584.0,456.7500000000001,0.011566512193269015
0.6300000000000002,0.7536430893397601,0.12473739220408776,26893.0,8791.0,250389.0,465.55000000000007,0.01304646340096402
0.6400000000000002,0.7632337891896921,0.11272297630325127,24612.0,7635.0,253826.0,467.10000000000014,0.014485068378453814
0.6500000000000002,0.7732799115777839,0.10120493720134371,22388.0,6564.0,257121.0,463.0,0.015991986736667588
0.6600000000000003,0.7823533956578845,0.09048739307799059,20252.0,5634.0,260187.0,449.20000000000005,0.017353009348682686
0.6700000000000003,0.7919042681873164,0.08091640944793811,18331.0,4817.0,262925.0,434.85,0.01878564022809746
0.6800000000000003,0.8032603949347435,0.0720480436811583,16556.0,4055.0,265462.0,422.30000000000007,0.020489059240211542
0.6900000000000003,0.8141977345210601,0.06357118637550556,14807.0,3379.0,267887.0,402.45,0.02212966017815902
0.7000000000000003,0.8237745707887534,0.05619544661677264,13243.0,2833.0,269997.0,378.8500000000001,0.02356618561831302
0.7100000000000003,0.8339117501239465,0.049354535380829366,11774.0,2345.0,271954.0,354.20000000000005,0.02508676251859197
0.7200000000000003,0.8414228992788266,0.04313933856043737,10384.0,1957.0,273732.0,323.5,0.026213434891824
0.7300000000000003,0.8507295173961841,0.037375075592593496,9096.0,1596.0,275381.0,295.2,0.027609427609427608
0.7400000000000003,0.8604249811239348,0.03240781199204399,7977.0,1294.0,276802.0,269.45000000000005,0.029063747168590233
0.7500000000000003,0.8726863431715858,0.027950907635463675,6978.0,1018.0,278077.0,247.10000000000002,0.03090295147573787
0.7600000000000003,0.8803021499128414,0.02406378791427363,6060.0,824.0,279189.0,220.6,0.0320453224869262
0.7700000000000004,0.8879864636209814,0.020659062546972275,5248.0,662.0,280163.0,196.20000000000005,0.033197969543147215
0.7800000000000004,0.8951007506914264,0.01769478419843886,4531.0,531.0,281011.0,173.45000000000002,0.03426511260371395
0.7900000000000004,0.9010501750291715,0.014978694249369916,3861.0,424.0,281788.0,150.65,0.03515752625437573
0.8000000000000004,0.9117811278615299,0.012521279533545633,3266.0,316.0,282491.0,131.70000000000002,0.03676716917922949
0.8100000000000004,0.9186238835593781,0.010567232839170422,2777.0,246.0,283050.0,114.25,0.03779358253390672
0.8200000000000004,0.9183352964271693,0.008903321879380437,2339.0,208.0,283526.0,96.15,0.037750294464075386
0.8300000000000004,0.9240986717267552,0.007368748536212785,1948.0,160.0,283965.0,81.4,0.03861480075901329
0.8400000000000004,0.9252173913043479,0.006029929423608659,1596.0,129.0,284348.0,66.9,0.03878260869565218
