"","pitcher","batter","batter_name","pitcher_name"
"1",455374,445988,"Martin Prado","Antonio Bastardo"
"2",455374,488671,"Alex Avila","Antonio Bastardo"
"3",455374,573135,"Tyler Saladino","Antonio Bastardo"
"4",455374,594809,"Adam Eaton","Antonio Bastardo"
"5",455374,541645,"Avisail Garcia","Antonio Bastardo"
"6",455374,400085,"Ichiro Suzuki","Antonio Bastardo"
"7",455374,453400,"Chris Johnson","Antonio Bastardo"
"8",455374,588751,"Adeiny Hechavarria","Antonio Bastardo"
"9",460059,573135,"Tyler Saladino","Mike Pelfrey"
"10",460059,594809,"Adam Eaton","Mike Pelfrey"
"11",460059,425900,"Dioner Navarro","Mike Pelfrey"
"12",460059,276519,"Jimmy Rollins","Mike Pelfrey"
"13",460059,543434,"Brett Lawrie","Mike Pelfrey"
"14",460059,453943,"Todd Frazier","Mike Pelfrey"
"15",460059,605183,"Jason Coats","Mike Pelfrey"
"16",460059,573135,"Tyler Saladino","Mike Pelfrey"
"17",460059,547989,"Jose Abreu","Mike Pelfrey"
"18",460059,543434,"Brett Lawrie","Mike Pelfrey"
"19",460059,453943,"Todd Frazier","Mike Pelfrey"
"20",460059,425900,"Dioner Navarro","Mike Pelfrey"
"21",460059,453943,"Todd Frazier","Mike Pelfrey"
"22",460059,276519,"Jimmy Rollins","Mike Pelfrey"
"23",460059,594809,"Adam Eaton","Mike Pelfrey"
"24",460059,543776,"J.B. Shuck","Mike Pelfrey"
"25",460059,543434,"Brett Lawrie","Mike Pelfrey"
"26",460059,543776,"J.B. Shuck","Mike Pelfrey"
"27",460059,573135,"Tyler Saladino","Mike Pelfrey"
"28",460059,543776,"J.B. Shuck","Mike Pelfrey"
"29",460059,605183,"Jason Coats","Mike Pelfrey"
"30",460059,276519,"Jimmy Rollins","Mike Pelfrey"
"31",460059,605183,"Jason Coats","Mike Pelfrey"
"32",460059,594809,"Adam Eaton","Mike Pelfrey"
"33",460059,547989,"Jose Abreu","Mike Pelfrey"
"34",460059,547989,"Jose Abreu","Mike Pelfrey"
"35",594798,543776,"J.B. Shuck","Jacob DeGrom"
"36",594798,594809,"Adam Eaton","Jacob DeGrom"
"37",594798,466320,"Melky Cabrera","Jacob DeGrom"
"38",594798,543434,"Brett Lawrie","Jacob DeGrom"
"39",594798,453943,"Todd Frazier","Jacob DeGrom"
"40",594798,453943,"Todd Frazier","Jacob DeGrom"
"41",594798,543434,"Brett Lawrie","Jacob DeGrom"
"42",594798,466320,"Melky Cabrera","Jacob DeGrom"
"43",594798,547989,"Jose Abreu","Jacob DeGrom"
"44",594798,543776,"J.B. Shuck","Jacob DeGrom"
"45",594798,547989,"Jose Abreu","Jacob DeGrom"
"46",594798,488671,"Alex Avila","Jacob DeGrom"
"47",594798,594809,"Adam Eaton","Jacob DeGrom"
"48",594798,453943,"Todd Frazier","Jacob DeGrom"
"49",594798,488671,"Alex Avila","Jacob DeGrom"
"50",594798,573135,"Tyler Saladino","Jacob DeGrom"
"51",594798,543742,"Jerry Sands","Jacob DeGrom"
"52",594798,543776,"J.B. Shuck","Jacob DeGrom"
"53",594798,466320,"Melky Cabrera","Jacob DeGrom"
"54",594798,547989,"Jose Abreu","Jacob DeGrom"
"55",594798,573135,"Tyler Saladino","Jacob DeGrom"
"56",594798,594809,"Adam Eaton","Jacob DeGrom"
"57",594798,543434,"Brett Lawrie","Jacob DeGrom"
"58",594798,573135,"Tyler Saladino","Jacob DeGrom"
"59",594798,488671,"Alex Avila","Jacob DeGrom"
"60",594798,456068,"Miguel Gonzalez","Jacob DeGrom"
"61",519455,541645,"Avisail Garcia","Jordan Zimmermann"
"62",519455,547989,"Jose Abreu","Jordan Zimmermann"
"63",519455,594809,"Adam Eaton","Jordan Zimmermann"
"64",519455,547989,"Jose Abreu","Jordan Zimmermann"
"65",519455,276519,"Jimmy Rollins","Jordan Zimmermann"
"66",519455,453943,"Todd Frazier","Jordan Zimmermann"
"67",519455,594809,"Adam Eaton","Jordan Zimmermann"
"68",519455,573135,"Tyler Saladino","Jordan Zimmermann"
"69",519455,453943,"Todd Frazier","Jordan Zimmermann"
"70",519455,547989,"Jose Abreu","Jordan Zimmermann"
"71",519455,573135,"Tyler Saladino","Jordan Zimmermann"
"72",519455,594809,"Adam Eaton","Jordan Zimmermann"
"73",519455,543434,"Brett Lawrie","Jordan Zimmermann"
"74",519455,541645,"Avisail Garcia","Jordan Zimmermann"
"75",519455,573135,"Tyler Saladino","Jordan Zimmermann"
"76",519455,543776,"J.B. Shuck","Jordan Zimmermann"
"77",519455,543776,"J.B. Shuck","Jordan Zimmermann"
"78",519455,543434,"Brett Lawrie","Jordan Zimmermann"
"79",519455,543776,"J.B. Shuck","Jordan Zimmermann"
"80",519455,453943,"Todd Frazier","Jordan Zimmermann"
"81",519455,543434,"Brett Lawrie","Jordan Zimmermann"
"82",519455,488671,"Alex Avila","Jordan Zimmermann"
"83",519455,276519,"Jimmy Rollins","Jordan Zimmermann"
"84",519455,488671,"Alex Avila","Jordan Zimmermann"
"85",450275,541645,"Avisail Garcia","Mark Lowe"
"86",450275,594809,"Adam Eaton","Mark Lowe"
"87",450275,276519,"Jimmy Rollins","Mark Lowe"
"88",450275,425900,"Dioner Navarro","Mark Lowe"
"89",450275,543434,"Brett Lawrie","Mark Lowe"
"90",434378,453943,"Todd Frazier","Justin Verlander"
"91",434378,543434,"Brett Lawrie","Justin Verlander"
"92",434378,594809,"Adam Eaton","Justin Verlander"
"93",434378,488671,"Alex Avila","Justin Verlander"
"94",434378,573135,"Tyler Saladino","Justin Verlander"
"95",434378,541645,"Avisail Garcia","Justin Verlander"
"96",434378,276519,"Jimmy Rollins","Justin Verlander"
"97",434378,547989,"Jose Abreu","Justin Verlander"
"98",434378,573135,"Tyler Saladino","Justin Verlander"
"99",434378,605183,"Jason Coats","Justin Verlander"
"100",434378,547989,"Jose Abreu","Justin Verlander"
"101",434378,488671,"Alex Avila","Justin Verlander"
"102",434378,453943,"Todd Frazier","Justin Verlander"
"103",434378,453943,"Todd Frazier","Justin Verlander"
"104",434378,594809,"Adam Eaton","Justin Verlander"
"105",434378,543434,"Brett Lawrie","Justin Verlander"
"106",434378,541645,"Avisail Garcia","Justin Verlander"
"107",434378,547989,"Jose Abreu","Justin Verlander"
"108",434378,605183,"Jason Coats","Justin Verlander"
"109",434378,573135,"Tyler Saladino","Justin Verlander"
"110",434378,276519,"Jimmy Rollins","Justin Verlander"
"111",434378,541645,"Avisail Garcia","Justin Verlander"
"112",434378,276519,"Jimmy Rollins","Justin Verlander"
"113",434378,594809,"Adam Eaton","Justin Verlander"
"114",434378,605183,"Jason Coats","Justin Verlander"
"115",434378,543434,"Brett Lawrie","Justin Verlander"
"116",434378,488671,"Alex Avila","Justin Verlander"
"117",543935,573135,"Tyler Saladino","Alex Wilson"
"118",543935,541645,"Avisail Garcia","Alex Wilson"
"119",543935,581527,"Devon Travis","Alex Wilson"
"120",543935,475253,"Justin Smoak","Alex Wilson"
"121",543935,594809,"Adam Eaton","Alex Wilson"
"122",543935,488671,"Alex Avila","Alex Wilson"
"123",543935,276519,"Jimmy Rollins","Alex Wilson"
"124",543935,431145,"Russell Martin","Alex Wilson"
"125",592665,519317,"Giancarlo Stanton","Addison Reed"
"126",592665,453400,"Chris Johnson","Addison Reed"
"127",592665,547989,"Jose Abreu","Addison Reed"
"128",592665,276519,"Jimmy Rollins","Addison Reed"
"129",592665,594809,"Adam Eaton","Addison Reed"
"130",592665,453943,"Todd Frazier","Addison Reed"
"131",592665,542303,"Marcell Ozuna","Addison Reed"
"132",592665,500743,"Miguel Rojas","Addison Reed"
"133",592665,519317,"Giancarlo Stanton","Addison Reed"
"134",592665,592663,"Jacob Realmuto","Addison Reed"
"135",592665,445988,"Martin Prado","Addison Reed"
"136",592665,592885,"Christian Yelich","Addison Reed"
"137",572888,594809,"Adam Eaton","Shane Greene"
"138",572888,573135,"Tyler Saladino","Shane Greene"
"139",572888,605183,"Jason Coats","Shane Greene"
"140",572888,425900,"Dioner Navarro","Shane Greene"
"141",572888,547989,"Jose Abreu","Shane Greene"
"142",572888,594809,"Adam Eaton","Shane Greene"
"143",458730,543742,"Jerry Sands","Robert Parnell"
"144",458730,276519,"Jimmy Rollins","Robert Parnell"
"145",458730,543434,"Brett Lawrie","Robert Parnell"
"146",458730,541645,"Avisail Garcia","Robert Parnell"
"147",458730,594809,"Adam Eaton","Robert Parnell"
"148",458730,543305,"Aaron Hicks","Robert Parnell"
"149",458677,453943,"Todd Frazier","Justin Wilson"
"150",458677,547989,"Jose Abreu","Justin Wilson"
"151",458677,547989,"Jose Abreu","Justin Wilson"
"152",458677,543742,"Jerry Sands","Justin Wilson"
"153",458677,543776,"J.B. Shuck","Justin Wilson"
"154",458677,453943,"Todd Frazier","Justin Wilson"
"155",449104,453943,"Todd Frazier","Jim Henderson"
"156",449104,453400,"Chris Johnson","Jim Henderson"
"157",449104,466320,"Melky Cabrera","Jim Henderson"
"158",449104,542303,"Marcell Ozuna","Jim Henderson"
"159",449104,571506,"Justin Bour","Jim Henderson"
"160",449104,543434,"Brett Lawrie","Jim Henderson"
"161",449104,543776,"J.B. Shuck","Jim Henderson"
"162",449104,547989,"Jose Abreu","Jim Henderson"
"163",449104,588751,"Adeiny Hechavarria","Jim Henderson"
"164",548337,466320,"Melky Cabrera","Logan Verrett"
"165",548337,547989,"Jose Abreu","Logan Verrett"
"166",548337,488671,"Alex Avila","Logan Verrett"
"167",548337,541645,"Avisail Garcia","Logan Verrett"
"168",548337,458006,"Matt Albers","Logan Verrett"
"169",548337,453943,"Todd Frazier","Logan Verrett"
"170",408061,453943,"Todd Frazier","Francisco Rodriguez"
"171",408061,545361,"Mike Trout","Francisco Rodriguez"
"172",408061,543068,"C.J. Cron","Francisco Rodriguez"
"173",408061,541645,"Avisail Garcia","Francisco Rodriguez"
"174",408061,543213,"Johnny Giavotella","Francisco Rodriguez"
"175",408061,543434,"Brett Lawrie","Francisco Rodriguez"
"176",408061,527043,"Jefry Marte","Francisco Rodriguez"
"177",408061,594777,"Kole Calhoun","Francisco Rodriguez"
"178",408061,573135,"Tyler Saladino","Francisco Rodriguez"
"179",605228,457477,"Alejandro De Aza","Jose Fernandez"
"180",605228,425766,"James Loney","Jose Fernandez"
"181",605228,527038,"Wilmer Flores","Jose Fernandez"
"182",605228,527038,"Wilmer Flores","Jose Fernandez"
"183",605228,434158,"Curtis Granderson","Jose Fernandez"
"184",605228,518774,"Matt Harvey","Jose Fernandez"
"185",605228,527038,"Wilmer Flores","Jose Fernandez"
"186",605228,435522,"Neil Walker","Jose Fernandez"
"187",605228,434158,"Curtis Granderson","Jose Fernandez"
"188",605228,518774,"Matt Harvey","Jose Fernandez"
"189",605228,434158,"Curtis Granderson","Jose Fernandez"
"190",605228,425766,"James Loney","Jose Fernandez"
"191",605228,425784,"Rene Rivera","Jose Fernandez"
"192",605228,624424,NA,"Jose Fernandez"
"193",605228,624424,NA,"Jose Fernandez"
"194",605228,457477,"Alejandro De Aza","Jose Fernandez"
"195",605228,457477,"Alejandro De Aza","Jose Fernandez"
"196",605228,425766,"James Loney","Jose Fernandez"
"197",605228,425784,"Rene Rivera","Jose Fernandez"
"198",605228,624424,NA,"Jose Fernandez"
"199",605228,452678,"Asdrubal Cabrera","Jose Fernandez"
"200",605228,452678,"Asdrubal Cabrera","Jose Fernandez"
"201",605228,435522,"Neil Walker","Jose Fernandez"
"202",605228,435522,"Neil Walker","Jose Fernandez"
"203",605228,452678,"Asdrubal Cabrera","Jose Fernandez"
"204",543408,434158,"Curtis Granderson","Tom Koehler"
"205",543408,452678,"Asdrubal Cabrera","Tom Koehler"
"206",543408,624424,NA,"Tom Koehler"
"207",543408,435522,"Neil Walker","Tom Koehler"
"208",543408,527038,"Wilmer Flores","Tom Koehler"
"209",543408,624424,NA,"Tom Koehler"
"210",543408,425784,"Rene Rivera","Tom Koehler"
"211",543408,425766,"James Loney","Tom Koehler"
"212",543408,425784,"Rene Rivera","Tom Koehler"
"213",543408,425766,"James Loney","Tom Koehler"
"214",543408,435522,"Neil Walker","Tom Koehler"
"215",543408,624424,NA,"Tom Koehler"
"216",543408,493316,"Yoenis Cespedes","Tom Koehler"
"217",543408,527038,"Wilmer Flores","Tom Koehler"
"218",543408,452678,"Asdrubal Cabrera","Tom Koehler"
"219",543408,434158,"Curtis Granderson","Tom Koehler"
"220",543408,434158,"Curtis Granderson","Tom Koehler"
"221",543408,592789,"Noah Syndergaard","Tom Koehler"
"222",543408,527038,"Wilmer Flores","Tom Koehler"
"223",543408,493316,"Yoenis Cespedes","Tom Koehler"
"224",543408,435522,"Neil Walker","Tom Koehler"
"225",543408,493316,"Yoenis Cespedes","Tom Koehler"
"226",543408,592789,"Noah Syndergaard","Tom Koehler"
"227",543408,452678,"Asdrubal Cabrera","Tom Koehler"
"228",607457,444379,"John Jaso","Kyle Barraclough"
"229",607457,543281,"Josh Harrison","Kyle Barraclough"
"230",607457,474568,"Jordy Mercer","Kyle Barraclough"
"231",607457,446481,"Sean Rodriguez","Kyle Barraclough"
"232",607457,516782,"Starling Marte","Kyle Barraclough"
"233",607457,435522,"Neil Walker","Kyle Barraclough"
"234",607457,543281,"Josh Harrison","Kyle Barraclough"
"235",607457,459964,"Matthew Joyce","Kyle Barraclough"
"236",607457,527038,"Wilmer Flores","Kyle Barraclough"
"237",607457,446481,"Sean Rodriguez","Kyle Barraclough"
"238",607457,444379,"John Jaso","Kyle Barraclough"
"239",607457,434158,"Curtis Granderson","Kyle Barraclough"
"240",607457,501571,"Juan Lagares","Kyle Barraclough"
"241",607457,452678,"Asdrubal Cabrera","Kyle Barraclough"
"242",607457,465041,"Francisco Cervelli","Kyle Barraclough"
"243",456068,434158,"Curtis Granderson","Miguel Gonzalez"
"244",456068,435522,"Neil Walker","Miguel Gonzalez"
"245",456068,435079,"Ian Kinsler","Miguel Gonzalez"
"246",456068,543510,"James McCann","Miguel Gonzalez"
"247",456068,578428,"Jose Iglesias","Miguel Gonzalez"
"248",456068,425766,"James Loney","Miguel Gonzalez"
"249",456068,434158,"Curtis Granderson","Miguel Gonzalez"
"250",456068,594798,"Jacob DeGrom","Miguel Gonzalez"
"251",456068,571841,"Tyler Kelly","Miguel Gonzalez"
"252",456068,452678,"Asdrubal Cabrera","Miguel Gonzalez"
"253",456068,594798,"Jacob DeGrom","Miguel Gonzalez"
"254",456068,425766,"James Loney","Miguel Gonzalez"
"255",456068,624424,NA,"Miguel Gonzalez"
"256",456068,434158,"Curtis Granderson","Miguel Gonzalez"
"257",456068,501571,"Juan Lagares","Miguel Gonzalez"
"258",456068,408234,"Miguel Cabrera","Miguel Gonzalez"
"259",456068,425784,"Rene Rivera","Miguel Gonzalez"
"260",456068,624424,NA,"Miguel Gonzalez"
"261",456068,452678,"Asdrubal Cabrera","Miguel Gonzalez"
"262",456068,452678,"Asdrubal Cabrera","Miguel Gonzalez"
"263",456068,571841,"Tyler Kelly","Miguel Gonzalez"
"264",456068,457727,"Cameron Maybin","Miguel Gonzalez"
"265",456068,501571,"Juan Lagares","Miguel Gonzalez"
"266",456068,435522,"Neil Walker","Miguel Gonzalez"
"267",456068,425784,"Rene Rivera","Miguel Gonzalez"
"268",445197,592789,"Noah Syndergaard","Michael Dunn"
"269",445197,425784,"Rene Rivera","Michael Dunn"
"270",445197,425766,"James Loney","Michael Dunn"
"271",445197,459964,"Matthew Joyce","Michael Dunn"
"272",445197,452678,"Asdrubal Cabrera","Michael Dunn"
"273",445197,434158,"Curtis Granderson","Michael Dunn"
"274",595235,434158,"Curtis Granderson","Cody Hall"
"275",595235,457477,"Alejandro De Aza","Cody Hall"
"276",595235,501571,"Juan Lagares","Cody Hall"
"277",595235,425766,"James Loney","Cody Hall"
"278",595235,624424,NA,"Cody Hall"
"279",595235,594798,"Jacob DeGrom","Cody Hall"
"280",595235,624424,NA,"Cody Hall"
"281",595235,608700,"Kevin Plawecki","Cody Hall"
"282",595235,527038,"Wilmer Flores","Cody Hall"
"283",595235,434158,"Curtis Granderson","Cody Hall"
"284",595235,425766,"James Loney","Cody Hall"
"285",595235,493316,"Yoenis Cespedes","Cody Hall"
"286",595235,435522,"Neil Walker","Cody Hall"
"287",595235,435522,"Neil Walker","Cody Hall"
"288",595235,527038,"Wilmer Flores","Cody Hall"
"289",595235,425784,"Rene Rivera","Cody Hall"
"290",592593,452678,"Asdrubal Cabrera","Justin Nicolino"
"291",592593,527038,"Wilmer Flores","Justin Nicolino"
"292",592593,435522,"Neil Walker","Justin Nicolino"
"293",592593,501571,"Juan Lagares","Justin Nicolino"
"294",592593,608700,"Kevin Plawecki","Justin Nicolino"
"295",592593,608700,"Kevin Plawecki","Justin Nicolino"
"296",592593,624424,NA,"Justin Nicolino"
"297",592593,434158,"Curtis Granderson","Justin Nicolino"
"298",592593,501571,"Juan Lagares","Justin Nicolino"
"299",592593,425766,"James Loney","Justin Nicolino"
"300",592593,435522,"Neil Walker","Justin Nicolino"
"301",592593,452678,"Asdrubal Cabrera","Justin Nicolino"
"302",592593,452678,"Asdrubal Cabrera","Justin Nicolino"
"303",592593,624424,NA,"Justin Nicolino"
"304",592593,425766,"James Loney","Justin Nicolino"
"305",592593,624424,NA,"Justin Nicolino"
"306",592593,112526,"Bartolo Colon","Justin Nicolino"
"307",592593,501571,"Juan Lagares","Justin Nicolino"
"308",592593,527038,"Wilmer Flores","Justin Nicolino"
"309",592593,435522,"Neil Walker","Justin Nicolino"
"310",592593,434158,"Curtis Granderson","Justin Nicolino"
"311",592593,112526,"Bartolo Colon","Justin Nicolino"
"312",592593,527038,"Wilmer Flores","Justin Nicolino"
"313",592593,425766,"James Loney","Justin Nicolino"
"314",592593,434158,"Curtis Granderson","Justin Nicolino"
"315",502085,527038,"Wilmer Flores","David Robertson"
"316",502085,501571,"Juan Lagares","David Robertson"
"317",502085,571841,"Tyler Kelly","David Robertson"
"318",502085,435522,"Neil Walker","David Robertson"
"319",502085,452678,"Asdrubal Cabrera","David Robertson"
"320",502085,624424,NA,"David Robertson"
"321",502085,434158,"Curtis Granderson","David Robertson"
"322",502085,425784,"Rene Rivera","David Robertson"
"323",502085,425766,"James Loney","David Robertson"
"324",573109,543281,"Josh Harrison","Alejandro Ramos"
"325",573109,446481,"Sean Rodriguez","Alejandro Ramos"
"326",573109,435522,"Neil Walker","Alejandro Ramos"
"327",573109,452678,"Asdrubal Cabrera","Alejandro Ramos"
"328",573109,434158,"Curtis Granderson","Alejandro Ramos"
"329",573109,465041,"Francisco Cervelli","Alejandro Ramos"
"330",573109,444379,"John Jaso","Alejandro Ramos"
"331",475479,474568,"Jordy Mercer","David Phelps"
"332",475479,425784,"Rene Rivera","David Phelps"
"333",475479,425766,"James Loney","David Phelps"
"334",475479,434158,"Curtis Granderson","David Phelps"
"335",475479,608703,"Matthew Reynolds","David Phelps"
"336",475479,624424,NA,"David Phelps"
"337",475479,457477,"Alejandro De Aza","David Phelps"
"338",475479,452678,"Asdrubal Cabrera","David Phelps"
"339",475479,516782,"Starling Marte","David Phelps"
"340",475479,457477,"Alejandro De Aza","David Phelps"
"341",475479,608700,"Kevin Plawecki","David Phelps"
"342",475479,457705,"Andrew McCutchen","David Phelps"
"343",475479,493316,"Yoenis Cespedes","David Phelps"
"344",475479,501896,"David Freese","David Phelps"
"345",435043,408234,"Miguel Cabrera","Zach Duke"
"346",435043,452678,"Asdrubal Cabrera","Zach Duke"
"347",435043,434158,"Curtis Granderson","Zach Duke"
"348",435043,624424,NA,"Zach Duke"
"349",435043,457477,"Alejandro De Aza","Zach Duke"
"350",518858,434158,"Curtis Granderson","Nathan Jones"
"351",518858,425766,"James Loney","Nathan Jones"
"352",518858,435522,"Neil Walker","Nathan Jones"
"353",518858,493316,"Yoenis Cespedes","Nathan Jones"
"354",518858,571841,"Tyler Kelly","Nathan Jones"
"355",518858,501571,"Juan Lagares","Nathan Jones"
"356",518858,425784,"Rene Rivera","Nathan Jones"
"357",458006,502110,"J.D. Martinez","Matt Albers"
"358",458006,435522,"Neil Walker","Matt Albers"
"359",458006,592206,"Nick Castellanos","Matt Albers"
"360",458006,449107,"Mike Aviles","Matt Albers"
"361",458006,571841,"Tyler Kelly","Matt Albers"
"362",458006,624424,NA,"Matt Albers"
"363",458006,400121,"Victor Martinez","Matt Albers"
"364",458006,543510,"James McCann","Matt Albers"
"365",458006,578428,"Jose Iglesias","Matt Albers"
"366",458006,425784,"Rene Rivera","Matt Albers"
"367",458006,425766,"James Loney","Matt Albers"
"368",458006,457727,"Cameron Maybin","Matt Albers"
"369",458006,608700,"Kevin Plawecki","Matt Albers"
"370",458006,501571,"Juan Lagares","Matt Albers"
"371",458006,408234,"Miguel Cabrera","Matt Albers"
"372",458006,435079,"Ian Kinsler","Matt Albers"
"373",458006,452678,"Asdrubal Cabrera","Matt Albers"
"374",543359,457727,"Cameron Maybin","Daniel Jennings"
"375",543359,457708,"Justin Upton","Daniel Jennings"
"376",543359,400121,"Victor Martinez","Daniel Jennings"
"377",543359,592206,"Nick Castellanos","Daniel Jennings"
"378",543359,501571,"Juan Lagares","Daniel Jennings"
"379",543359,502110,"J.D. Martinez","Daniel Jennings"
"380",543359,408234,"Miguel Cabrera","Daniel Jennings"
"381",543359,624424,NA,"Daniel Jennings"
"382",543359,578428,"Jose Iglesias","Daniel Jennings"
"383",543359,543510,"James McCann","Daniel Jennings"
"384",543359,435079,"Ian Kinsler","Daniel Jennings"
"385",543359,571841,"Tyler Kelly","Daniel Jennings"
"386",543359,435522,"Neil Walker","Daniel Jennings"
"387",543359,425766,"James Loney","Daniel Jennings"
"388",544727,543434,"Brett Lawrie","Jeurys Familia"
"389",544727,502261,"Cole Gillespie","Jeurys Familia"
"390",544727,588751,"Adeiny Hechavarria","Jeurys Familia"
"391",544727,543776,"J.B. Shuck","Jeurys Familia"
"392",544727,592885,"Christian Yelich","Jeurys Familia"
"393",544727,466320,"Melky Cabrera","Jeurys Familia"
"394",544727,445988,"Martin Prado","Jeurys Familia"
"395",544727,542303,"Marcell Ozuna","Jeurys Familia"
"396",430661,474568,"Jordy Mercer","Dustin McGowan"
"397",430661,608700,"Kevin Plawecki","Dustin McGowan"
"398",430661,446481,"Sean Rodriguez","Dustin McGowan"
"399",430661,628356,"Jungho Kang","Dustin McGowan"
"400",430661,459964,"Matthew Joyce","Dustin McGowan"
"401",430661,571841,"Tyler Kelly","Dustin McGowan"
"402",430661,570256,"Gregory Polanco","Dustin McGowan"
"403",430661,516782,"Starling Marte","Dustin McGowan"
"404",430661,501896,"David Freese","Dustin McGowan"
"405",430661,543281,"Josh Harrison","Dustin McGowan"
"406",430661,455755,"Chris Stewart","Dustin McGowan"
"407",474029,425784,"Rene Rivera","Steven Putnam"
"408",570663,573135,"Tyler Saladino","Hansel Robles"
"409",570663,542303,"Marcell Ozuna","Hansel Robles"
"410",570663,571506,"Justin Bour","Hansel Robles"
"411",570663,500743,"Miguel Rojas","Hansel Robles"
"412",570663,592663,"Jacob Realmuto","Hansel Robles"
"413",570663,519317,"Giancarlo Stanton","Hansel Robles"
"414",502188,572039,"Stephen Piscotty","Jeff Samardzija"
"415",502188,571431,"Matthew Adams","Jeff Samardzija"
"416",502188,543939,"Kolten Wong","Jeff Samardzija"
"417",502188,407812,"Matt Holliday","Jeff Samardzija"
"418",502188,608379,"Michael Wacha","Jeff Samardzija"
"419",502188,649557,"Aledmys Diaz","Jeff Samardzija"
"420",502188,571757,"Jeremy Hazelbaker","Jeff Samardzija"
"421",502188,649557,"Aledmys Diaz","Jeff Samardzija"
"422",502188,572761,"Matt Carpenter","Jeff Samardzija"
"423",502188,425877,"Yadier Molina","Jeff Samardzija"
"424",502188,572039,"Stephen Piscotty","Jeff Samardzija"
"425",502188,461235,"Brandon Moss","Jeff Samardzija"
"426",502188,571431,"Matthew Adams","Jeff Samardzija"
"427",502188,572761,"Matt Carpenter","Jeff Samardzija"
"428",502188,407812,"Matt Holliday","Jeff Samardzija"
"429",502188,572761,"Matt Carpenter","Jeff Samardzija"
"430",502188,461235,"Brandon Moss","Jeff Samardzija"
"431",502188,543939,"Kolten Wong","Jeff Samardzija"
"432",502188,425877,"Yadier Molina","Jeff Samardzija"
"433",502188,571431,"Matthew Adams","Jeff Samardzija"
"434",502188,649557,"Aledmys Diaz","Jeff Samardzija"
"435",502188,407812,"Matt Holliday","Jeff Samardzija"
"436",502188,572039,"Stephen Piscotty","Jeff Samardzija"
"437",408241,572039,"Stephen Piscotty","Jake Peavy"
"438",408241,425877,"Yadier Molina","Jake Peavy"
"439",408241,649557,"Aledmys Diaz","Jake Peavy"
"440",408241,407812,"Matt Holliday","Jake Peavy"
"441",408241,571431,"Matthew Adams","Jake Peavy"
"442",408241,593372,"Carlos Matias","Jake Peavy"
"443",408241,572761,"Matt Carpenter","Jake Peavy"
"444",408241,545341,"Randal Grichuk","Jake Peavy"
"445",408241,425877,"Yadier Molina","Jake Peavy"
"446",408241,407812,"Matt Holliday","Jake Peavy"
"447",408241,649557,"Aledmys Diaz","Jake Peavy"
"448",408241,649557,"Aledmys Diaz","Jake Peavy"
"449",408241,572761,"Matt Carpenter","Jake Peavy"
"450",408241,594824,"Greg Garcia","Jake Peavy"
"451",408241,594824,"Greg Garcia","Jake Peavy"
"452",408241,593372,"Carlos Matias","Jake Peavy"
"453",408241,572761,"Matt Carpenter","Jake Peavy"
"454",408241,572039,"Stephen Piscotty","Jake Peavy"
"455",408241,571431,"Matthew Adams","Jake Peavy"
"456",408241,545341,"Randal Grichuk","Jake Peavy"
"457",408241,407812,"Matt Holliday","Jake Peavy"
"458",605200,543939,"Kolten Wong","Zachary Davies"
"459",605200,425877,"Yadier Molina","Zachary Davies"
"460",605200,407812,"Matt Holliday","Zachary Davies"
"461",605200,543939,"Kolten Wong","Zachary Davies"
"462",605200,649557,"Aledmys Diaz","Zachary Davies"
"463",605200,571431,"Matthew Adams","Zachary Davies"
"464",605200,571757,"Jeremy Hazelbaker","Zachary Davies"
"465",605200,572761,"Matt Carpenter","Zachary Davies"
"466",605200,649557,"Aledmys Diaz","Zachary Davies"
"467",605200,571757,"Jeremy Hazelbaker","Zachary Davies"
"468",605200,572039,"Stephen Piscotty","Zachary Davies"
"469",605200,572039,"Stephen Piscotty","Zachary Davies"
"470",605200,407812,"Matt Holliday","Zachary Davies"
"471",605200,594824,"Greg Garcia","Zachary Davies"
"472",605200,448802,"Jaime Garcia","Zachary Davies"
"473",605200,407812,"Matt Holliday","Zachary Davies"
"474",605200,425877,"Yadier Molina","Zachary Davies"
"475",605200,572761,"Matt Carpenter","Zachary Davies"
"476",605200,649557,"Aledmys Diaz","Zachary Davies"
"477",605200,571757,"Jeremy Hazelbaker","Zachary Davies"
"478",605200,425877,"Yadier Molina","Zachary Davies"
"479",605200,543939,"Kolten Wong","Zachary Davies"
"480",605200,572761,"Matt Carpenter","Zachary Davies"
"481",605200,571431,"Matthew Adams","Zachary Davies"
"482",605200,572039,"Stephen Piscotty","Zachary Davies"
"483",605200,571431,"Matthew Adams","Zachary Davies"
"484",518715,649557,"Aledmys Diaz","Cory Gearrin"
"485",518715,407812,"Matt Holliday","Cory Gearrin"
"486",518715,593495,"Daniel Castro","Cory Gearrin"
"487",518715,649557,"Aledmys Diaz","Cory Gearrin"
"488",518715,594824,"Greg Garcia","Cory Gearrin"
"489",518715,543939,"Kolten Wong","Cory Gearrin"
"490",518715,572761,"Matt Carpenter","Cory Gearrin"
"491",518715,425877,"Yadier Molina","Cory Gearrin"
"492",518715,572039,"Stephen Piscotty","Cory Gearrin"
"493",518715,407812,"Matt Holliday","Cory Gearrin"
"494",518715,545341,"Randal Grichuk","Cory Gearrin"
"495",571882,425877,"Yadier Molina","Derek Law"
