Prediction_Certainty_Threshold,Precision,Cumulative Percent of Records,True Positives,False Positives,Negatives,net_gain,net_gain_per_batter_tested
0.8600000000000004,0.842801693719125,0.01981312462203703,4777.0,891.0,280405.0,149.75,0.026420254057868738
0.8700000000000004,0.8490808037622916,0.016352469474574673,3972.0,706.0,281395.0,128.0,0.027362120564343735
0.8800000000000004,0.8559343758010767,0.013636379525505728,3339.0,562.0,282172.0,110.75000000000001,0.028390156370161502
0.8900000000000005,0.8618768328445747,0.0119200343968148,2939.0,471.0,282663.0,99.85000000000002,0.029281524926686224
0.9000000000000005,0.8665966386554622,0.009983465758739903,2475.0,381.0,283217.0,85.65,0.02998949579831933
0.9100000000000005,0.8672032193158954,0.008686593981256532,2155.0,330.0,283588.0,74.75,0.030080482897384304
0.9200000000000005,0.8704044117647058,0.007606450101897068,1894.0,282.0,283897.0,66.5,0.03056066176470588
0.9300000000000005,0.8759420289855072,0.006029929423608659,1511.0,214.0,284348.0,54.14999999999999,0.03139130434782608
0.9400000000000005,0.8796992481203008,0.0046491629758837775,1170.0,160.0,284743.0,42.5,0.03195488721804511
0.9500000000000005,0.8775510204081632,0.0035969839866048176,903.0,126.0,285044.0,32.550000000000004,0.031632653061224494
0.9600000000000005,0.8751515151515151,0.0028838792895519677,722.0,103.0,285248.0,25.8,0.03127272727272727
0.9700000000000005,0.8060747663551402,0.00149612161930696,345.0,83.0,285645.0,8.95,0.020911214953271026
0.9800000000000005,0.728448275862069,0.0008109818123346139,169.0,63.0,285841.0,2.1500000000000004,0.009267241379310346
0.9900000000000005,0.6915422885572139,0.0007026178632726611,139.0,62.0,285872.0,0.75,0.0037313432835820895
